,value,percentage,datetime,type
0,12505.179,0.3146005140732783,2020-01-01T00:00:00.000+01:00,Hidráulica
1,8883.309,0.24042641604656664,2020-02-01T00:00:00.000+01:00,Hidráulica
2,7810.953,0.20636749672553767,2020-03-01T00:00:00.000+01:00,Hidráulica
3,12028.71,0.30346015737471493,2020-04-01T00:00:00.000+02:00,Hidráulica
4,10583.927,0.25940178017415083,2020-05-01T00:00:00.000+02:00,Hidráulica
5,12005.759,0.2789203243546531,2020-06-01T00:00:00.000+02:00,Hidráulica
6,12281.391,0.28187896264912804,2020-07-01T00:00:00.000+02:00,Hidráulica
7,9978.374,0.25390579913562283,2020-08-01T00:00:00.000+02:00,Hidráulica
8,7401.98,0.2072796083877788,2020-09-01T00:00:00.000+02:00,Hidráulica
9,4474.834,0.13673277786395402,2020-10-01T00:00:00.000+02:00,Hidráulica
10,8052.323,0.24614974288211536,2020-11-01T00:00:00.000+01:00,Hidráulica
11,18567.381,0.41651730571796736,2020-12-01T00:00:00.000+01:00,Hidráulica
0,3726.171,0.09374158595610199,2020-01-01T00:00:00.000+01:00,Solar fotovoltaica
1,5207.19,0.14093239685499193,2020-02-01T00:00:00.000+01:00,Solar fotovoltaica
2,6451.948,0.17046221603987877,2020-03-01T00:00:00.000+01:00,Solar fotovoltaica
3,7228.153,0.1823517606550094,2020-04-01T00:00:00.000+02:00,Solar fotovoltaica
4,9324.62,0.22853738763008197,2020-05-01T00:00:00.000+02:00,Solar fotovoltaica
5,9810.314,0.2279152832320717,2020-06-01T00:00:00.000+02:00,Solar fotovoltaica
6,9998.465,0.2294819000782252,2020-07-01T00:00:00.000+02:00,Solar fotovoltaica
7,9429.589,0.23994163082737513,2020-08-01T00:00:00.000+02:00,Solar fotovoltaica
8,7745.752,0.21690634684622961,2020-09-01T00:00:00.000+02:00,Solar fotovoltaica
9,6298.515,0.1924570726797424,2020-10-01T00:00:00.000+02:00,Solar fotovoltaica
10,3514.309,0.1074281616321531,2020-11-01T00:00:00.000+01:00,Solar fotovoltaica
11,3401.125,0.07629656661917056,2020-12-01T00:00:00.000+01:00,Solar fotovoltaica
0,15361.26,0.386452708338944,2020-01-01T00:00:00.000+01:00,Otras renovables
1,15455.464,0.41830153807063714,2020-02-01T00:00:00.000+01:00,Otras renovables
2,16061.73,0.4243552628189505,2020-03-01T00:00:00.000+01:00,Otras renovables
3,14055.227,0.35458510491626644,2020-04-01T00:00:00.000+02:00,Otras renovables
4,14797.097,0.3626624884326571,2020-05-01T00:00:00.000+02:00,Otras renovables
5,15521.964,0.3606095402632393,2020-06-01T00:00:00.000+02:00,Otras renovables
6,14499.984,0.33279947266143994,2020-07-01T00:00:00.000+02:00,Otras renovables
7,14024.34,0.3568578663266862,2020-08-01T00:00:00.000+02:00,Otras renovables
8,13839.095,0.3875398463710072,2020-09-01T00:00:00.000+02:00,Otras renovables
9,14226.017,0.43468938118147704,2020-10-01T00:00:00.000+02:00,Otras renovables
10,13750.782,0.4203447196204151,2020-11-01T00:00:00.000+01:00,Otras renovables
11,15735.508,0.35299062351677496,2020-12-01T00:00:00.000+01:00,Otras renovables
0,8156.7815,0.2052051916316757,2020-01-01T00:00:00.000+01:00,Residuos renovables
1,7402.1775,0.20033964902780424,2020-02-01T00:00:00.000+01:00,Residuos renovables
2,7525.094,0.19881502441563315,2020-03-01T00:00:00.000+01:00,Residuos renovables
3,6326.425,0.15960297705400922,2020-04-01T00:00:00.000+02:00,Residuos renovables
4,6095.645,0.14939834376311004,2020-05-01T00:00:00.000+02:00,Residuos renovables
5,5705.6495,0.132554852150036,2020-06-01T00:00:00.000+02:00,Residuos renovables
6,6789.8925,0.15583966461120688,2020-07-01T00:00:00.000+02:00,Residuos renovables
7,5867.209,0.14929470371031578,2020-08-01T00:00:00.000+02:00,Residuos renovables
8,6723.2945,0.1882741983949845,2020-09-01T00:00:00.000+02:00,Residuos renovables
9,7727.4905,0.2361207682748265,2020-10-01T00:00:00.000+02:00,Residuos renovables
10,7395.6935,0.22607737586531637,2020-11-01T00:00:00.000+01:00,Residuos renovables
11,6873.68,0.15419550414608704,2020-12-01T00:00:00.000+01:00,Residuos renovables
0,39749.3915,1.0,2020-01-01T00:00:00.000+01:00,Generación renovable
1,36948.1405,1.0,2020-02-01T00:00:00.000+01:00,Generación renovable
2,37849.725,1.0,2020-03-01T00:00:00.000+01:00,Generación renovable
3,39638.515,1.0,2020-04-01T00:00:00.000+02:00,Generación renovable
4,40801.289000000004,1.0,2020-05-01T00:00:00.000+02:00,Generación renovable
5,43043.686499999996,1.0,2020-06-01T00:00:00.000+02:00,Generación renovable
6,43569.7325,1.0,2020-07-01T00:00:00.000+02:00,Generación renovable
7,39299.512,1.0,2020-08-01T00:00:00.000+02:00,Generación renovable
8,35710.121499999994,1.0,2020-09-01T00:00:00.000+02:00,Generación renovable
9,32726.8565,1.0,2020-10-01T00:00:00.000+02:00,Generación renovable
10,32713.107500000002,1.0,2020-11-01T00:00:00.000+01:00,Generación renovable
11,44577.694,1.0,2020-12-01T00:00:00.000+01:00,Generación renovable
